row#,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation,Dist_trip_length
3286,31796,12,,2,1096,1189,,,5/25/13 4:33,,0,0,5/24/13 20:11,12.96519,77.71932,12.91873,77.61494,0,12.44950419
3287,25945,12,,2,293,1085,,,5/24/13 22:04,,0,1,5/24/13 20:23,12.849482,77.663187,12.911942,77.651582,1,7.066153286
3288,31799,12,,2,542,393,,,5/25/13 6:14,,0,0,5/24/13 20:33,12.93823,77.62289,13.19956,77.70688,0,30.48348967
3289,31801,12,,2,571,450,,,5/25/13 7:40,,0,0,5/24/13 20:51,12.95185,77.69642,12.9334,77.62652,1,7.856757988
3290,22454,12,,2,1095,585,,,5/25/13 10:48,,1,0,5/24/13 22:47,12.92415,77.67229,12.97677,77.5727,0,12.29005796
3291,31811,89,,2,1371,1135,,,5/25/13 20:09,,1,0,5/24/13 22:50,13.000418,77.674835,13.00775,77.67357,0,0.827647961
3292,30618,89,,2,471,784,,,5/25/13 7:55,,0,0,5/24/13 23:03,13.01854,77.63524,12.96634,77.60709,0,6.564281147
3293,19453,87,2,3,1054,,,,5/25/13 10:04,,0,0,5/25/13 0:45,12.90184,77.581587,,,0,8671.789443
3294,31829,12,,2,1086,393,,,5/26/13 7:26,,0,0,5/25/13 8:45,12.907487,77.64729,13.19956,77.70688,0,33.14941787
3295,29275,28,,2,768,433,,,5/27/13 8:09,,0,0,5/25/13 9:00,12.98999,77.55332,12.91226,77.59773,0,9.903778669
3296,29275,12,,2,768,433,,,5/28/13 8:09,,0,0,5/25/13 9:01,12.98999,77.55332,12.91226,77.59773,0,9.903778669
3297,29275,12,,2,768,433,,,5/30/13 8:09,,0,0,5/25/13 9:05,12.98999,77.55332,12.91226,77.59773,0,9.903778669
3298,29459,12,,2,542,136,,,5/30/13 8:24,,0,0,5/25/13 9:47,12.93823,77.62289,12.90796,77.62418,0,3.372550826
3299,29459,12,,2,136,542,,,5/28/13 18:14,,0,0,5/25/13 9:52,12.90796,77.62418,12.93823,77.62289,0,3.372550826
3300,29459,12,,2,136,542,,,5/29/13 18:14,,0,0,5/25/13 9:53,12.90796,77.62418,12.93823,77.62289,0,3.372550826
3301,30290,89,,2,1054,1254,,,5/31/13 9:50,,0,0,5/25/13 10:12,12.90184,77.581587,12.934048,77.580568,0,3.587087001
3302,868,12,,2,1089,447,,,5/28/13 6:43,,0,0,5/25/13 10:25,12.99517,77.731147,12.93884,77.69755,0,7.252876118
3303,31835,12,,2,122,393,,,5/25/13 13:55,,0,0,5/25/13 10:26,12.99682,77.60436,13.19956,77.70688,0,25.15776043
3304,33002,12,,2,1026,611,,,5/30/13 8:24,,0,0,5/25/13 10:47,13.10482,77.57631,12.99254,77.5948,0,12.65878492
3305,33002,12,,2,611,1026,,,5/28/13 17:45,,0,0,5/25/13 10:52,12.99254,77.5948,13.10482,77.57631,0,12.65878492
3306,30778,12,2,3,89,,,,5/25/13 13:55,5/25/13 0:00,1,0,5/25/13 11:46,12.96519,77.71932,,,0,8687.060105
3307,17168,10,,2,1390,1320,,,5/25/13 23:16,,1,0,5/25/13 13:33,12.969368,77.641302,12.840674,77.65966,0,14.46399382
3308,19280,12,,2,156,570,,,5/25/13 16:33,5/26/13 0:00,1,0,5/25/13 14:54,13.02622,77.70143,12.94832,77.5882,1,15.03511886
3309,24614,12,,2,393,1248,,,5/25/13 16:19,,0,0,5/25/13 15:52,13.19956,77.70688,12.978945,77.574849,0,28.42665647
3310,31865,12,,2,515,1384,,,5/25/13 19:55,,0,0,5/25/13 16:38,12.97896,77.67345,13.02853,77.54625,0,14.85932011
3311,31874,65,2,3,1096,,,,5/26/13 8:24,,0,0,5/25/13 17:52,12.96519,77.71932,,,0,8687.060105
3312,25815,85,1,3,1226,,,,5/26/13 18:28,5/26/13 0:00,1,0,5/25/13 18:25,13.01508,77.67796,,,0,8682.851029
3313,31879,89,,2,496,25,,,5/25/13 19:55,,1,0,5/25/13 18:35,13.05845,77.64075,12.98059,77.57475,0,11.24113392
3314,25047,23,,2,571,585,,,5/26/13 11:45,,0,0,5/25/13 18:54,12.95185,77.69642,12.97677,77.5727,0,13.70509547
3315,17682,12,,2,585,58,,,5/25/13 22:04,,1,0,5/25/13 19:05,12.97677,77.5727,12.88963,77.60119,0,10.18096984
3316,31891,12,,2,585,1384,,,5/26/13 4:33,,1,0,5/25/13 20:02,12.97677,77.5727,13.02853,77.54625,0,6.436627609
3317,31844,85,,2,1026,171,,,5/26/13 17:02,,0,0,5/25/13 20:23,13.10482,77.57631,12.98479,77.66128,0,16.23102489
3318,31893,87,,2,293,393,,,5/26/13 6:00,5/27/13 0:00,1,0,5/25/13 20:26,12.849482,77.663187,13.19956,77.70688,0,39.25760818
3319,31894,12,,2,793,168,,,5/26/13 5:02,,0,0,5/25/13 20:44,13.02239,77.59492,12.99313,77.59828,0,3.277536604
3320,26363,85,,2,393,1323,,,5/27/13 19:26,,1,0,5/25/13 20:58,13.19956,77.70688,12.869805,77.653211,0,37.16678777
3321,30694,65,,1,160,,,12,5/26/13 9:21,5/26/13 0:00,1,0,5/25/13 21:14,13.13243,77.66901,,,0,8682.526666
3322,31899,89,2,3,945,,,,5/26/13 3:21,,0,0,5/25/13 21:15,12.92089,77.63354,,,0,8677.523818
3323,31911,89,,2,128,393,,,5/26/13 6:00,5/27/13 0:00,1,0,5/25/13 22:21,13.04346,77.5799,13.19956,77.70688,0,22.16914315
3324,31914,12,,1,168,,,32,5/26/13 6:00,5/26/13 0:00,1,0,5/25/13 22:38,12.99313,77.59828,,,0,8674.098692
3325,14903,89,2,3,763,,,,5/26/13 9:07,5/26/13 0:00,1,0,5/25/13 23:31,12.96155,77.61572,,,0,8675.814961
3326,31919,12,,2,1150,450,,,5/26/13 7:55,,0,0,5/26/13 0:08,12.99287,77.71662,12.9334,77.62652,0,11.80522571
3327,31921,87,2,3,1280,,,,5/26/13 10:04,5/26/13 0:00,1,0,5/26/13 0:31,12.966054,77.717837,,,1,8686.90411
3328,31922,12,,2,344,1102,,,5/26/13 10:19,,0,0,5/26/13 0:53,12.94788,77.67092,12.93652,77.54481,0,13.74020849
3329,20471,12,,2,1159,393,,,5/27/13 4:33,,1,0,5/26/13 9:01,12.90163,77.582,13.19956,77.70688,0,35.82383637
3330,31928,65,2,3,83,,,,5/26/13 12:57,5/26/13 0:00,1,0,5/26/13 9:05,12.92415,77.67229,,,0,8681.740919
3331,26134,12,,2,1083,393,,,5/27/13 5:02,,1,0,5/26/13 9:09,12.900648,77.589183,13.19956,77.70688,0,35.63873773
3332,31931,12,,2,466,936,,,5/26/13 12:00,,0,0,5/26/13 9:38,13.017436,77.64458,12.97251,77.61954,0,5.691082606
3333,31932,89,,2,171,1165,,,5/26/13 12:00,5/27/13 0:00,1,0,5/26/13 10:30,12.98479,77.66128,12.990947,77.687112,1,2.884651874
3334,31933,85,1,3,601,,,,5/26/13 18:57,,0,0,5/26/13 10:35,13.02434,77.56593,,,0,8670.766218
3335,15947,12,,2,142,1338,,,5/26/13 13:55,,1,0,5/26/13 10:40,12.91281,77.60923,13.03017,77.56684,0,13.85012316
3336,31936,89,2,3,150,,,,5/26/13 12:57,5/26/13 0:00,1,0,5/26/13 11:00,12.89724,77.61065,,,0,8674.91417
3337,21563,12,,2,1315,393,,,5/26/13 16:04,,0,1,5/26/13 11:01,12.934446,77.629882,13.19956,77.70688,0,30.67074151
3338,31941,12,2,3,1181,,,,5/26/13 16:48,,0,0,5/26/13 11:58,12.97896,77.67345,,,0,8682.165097
3339,25600,12,,2,1348,484,,,5/26/13 21:36,,1,0,5/26/13 13:02,12.936223,77.605693,12.90013,77.48279,0,13.92737795
3340,31953,12,1,3,1226,,,,5/26/13 15:50,5/26/13 0:00,1,0,5/26/13 13:27,13.01508,77.67796,,,0,8682.851029
3341,31955,85,,2,308,393,,,5/27/13 6:43,,1,0,5/26/13 13:50,12.99049,77.69798,13.19956,77.70688,0,23.29359177
3342,1261,12,,2,330,824,,,5/26/13 18:14,,0,1,5/26/13 14:57,12.858833,77.589127,13.06557,77.58646,1,23.01570501
3343,31960,12,,2,567,977,,,5/26/13 17:02,,1,0,5/26/13 15:24,12.95764,77.6043,12.969933,77.533286,0,7.824361555
3344,31945,12,,2,300,1186,,,5/26/13 20:24,,0,0,5/26/13 16:51,12.94554,77.57133,13.00983,77.62967,0,9.553474991
3345,31979,12,,2,393,1010,,,5/27/13 21:07,,0,0,5/26/13 20:57,13.19956,77.70688,12.96691,77.74935,0,26.30473585
3346,31897,24,,2,793,1192,,,5/26/13 22:48,,1,0,5/26/13 21:06,13.02239,77.59492,12.97677,77.5727,0,5.621288884
3347,31987,12,,2,1038,1365,,,5/27/13 10:19,,1,0,5/26/13 22:21,12.981266,77.637162,12.845653,77.677925,0,15.73097272
3348,31988,65,,2,130,353,,,5/26/13 23:31,,1,0,5/26/13 22:25,12.79665,77.38693,13.03241,77.59914,1,34.91363051
3349,31989,12,,2,572,410,,,5/27/13 6:43,,0,1,5/26/13 23:07,12.91873,77.61494,13.05121,77.54113,1,16.78078691
3350,23573,12,,2,1086,25,,,5/27/13 5:31,,0,1,5/26/13 23:24,12.907487,77.64729,12.98059,77.57475,1,11.32075895
3351,31994,89,,2,393,763,,,5/29/13 10:04,,0,1,5/27/13 0:20,13.19956,77.70688,12.96155,77.61572,0,28.27896325
3352,40512,12,,2,625,571,,,5/27/13 10:48,,0,0,5/27/13 8:38,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3353,32002,12,,2,293,393,,,5/27/13 10:33,,0,1,5/27/13 8:49,12.849482,77.663187,13.19956,77.70688,0,39.25760818
3354,30881,12,,2,1330,1082,,,5/27/13 12:00,,1,0,5/27/13 9:00,12.953434,77.70651,12.870924,77.575879,0,16.8898963
3355,32003,12,,2,1165,393,,,5/27/13 12:57,,0,0,5/27/13 10:07,12.990947,77.687112,13.19956,77.70688,0,23.32142193
3356,32005,12,,2,571,61,,,5/27/13 18:00,,1,0,5/27/13 10:56,12.95185,77.69642,12.96298,77.71229,0,2.121131294
3357,24938,12,,2,398,168,,,5/27/13 17:16,,0,0,5/27/13 11:55,12.97143,77.63914,12.99313,77.59828,0,5.047792424
3358,18577,12,,2,1010,136,,,5/27/13 12:57,,0,0,5/27/13 11:57,12.96691,77.74935,12.90796,77.62418,0,15.08259358
3359,32008,65,2,3,1084,,,,5/27/13 13:26,,0,0,5/27/13 11:58,12.892657,77.581866,,,0,8671.769499
3360,20725,12,,2,1371,293,,,5/27/13 15:21,,1,0,5/27/13 12:29,13.000418,77.674835,12.849482,77.663187,0,16.84960197
3361,3442,12,1,3,1268,,,,5/27/13 15:36,,0,0,5/27/13 13:52,12.916669,77.592398,,,0,8673.04216
3362,32017,12,,2,953,585,,,5/27/13 19:12,,1,0,5/27/13 15:15,12.90536,77.54309,12.97677,77.5727,1,8.573901466
3363,32019,12,1,3,393,,,,5/27/13 19:12,5/27/13 0:00,0,1,5/27/13 16:00,13.19956,77.70688,,,0,8686.997504
3364,32020,12,1,3,448,,,,5/27/13 18:00,,0,0,5/27/13 16:06,12.92732,77.63575,,,0,8677.798369
3365,32021,12,,2,1061,463,,,5/27/13 17:31,,0,0,5/27/13 16:17,12.924878,77.566255,12.96037,77.58132,0,4.27567549
3366,24614,12,2,3,1248,,,,5/27/13 17:31,,0,0,5/27/13 16:21,12.978945,77.574849,,,0,8671.482166
3367,32025,12,,2,1170,220,,,5/27/13 17:16,,0,0,5/27/13 16:37,12.98793,77.52612,12.99722,77.62003,0,10.23875627
3368,26505,28,,2,590,393,,,5/29/13 4:04,,0,0,5/27/13 16:57,13.00826,77.56433,13.19956,77.70688,0,26.31283325
3369,26573,89,,2,977,238,,,5/28/13 8:38,,0,0,5/27/13 17:24,12.969933,77.533286,12.93711,77.60171,0,8.273632487
3370,32032,12,,2,1282,168,,,5/27/13 19:55,,0,0,5/27/13 17:26,12.959687,77.747099,12.99313,77.59828,0,16.56711869
3371,32039,28,,2,293,393,,,5/28/13 0:28,,1,0,5/27/13 18:51,12.849482,77.663187,13.19956,77.70688,0,39.25760818
3372,32044,12,,2,120,393,,,5/28/13 8:24,,0,0,5/27/13 20:31,13.00097,77.65079,13.19956,77.70688,0,22.92818223
3373,31894,12,,2,1228,168,,,5/28/13 5:16,,0,0,5/27/13 20:42,13.02239,77.59492,12.99313,77.59828,0,3.277536604
3374,41033,12,,2,1395,34,,,5/28/13 8:09,,0,1,5/28/13 1:33,13.005603,77.628214,12.96467,77.67424,0,6.759354049
3375,32060,28,,2,877,393,,,5/28/13 6:28,,0,0,5/28/13 3:29,12.96246,77.58985,13.19956,77.70688,0,29.28591543
3376,32064,12,,2,768,1010,,,5/28/13 8:24,,0,0,5/28/13 6:42,12.98999,77.55332,12.96691,77.74935,0,21.4191862
3377,32065,89,,2,1096,393,,,5/28/13 8:09,,0,0,5/28/13 6:46,12.96519,77.71932,13.19956,77.70688,0,26.12482742
3378,26084,12,,2,1010,393,,,5/28/13 9:21,5/29/13 0:00,1,0,5/28/13 7:50,12.96691,77.74935,13.19956,77.70688,0,26.30473585
3379,20598,12,,2,448,1254,,,5/28/13 10:04,,0,0,5/28/13 8:25,12.92732,77.63575,12.934048,77.580568,0,6.033730626
3380,32071,12,,2,1192,396,,,5/28/13 9:21,,0,0,5/28/13 8:31,12.97677,77.5727,12.92073,77.66482,0,11.78121211
3381,40291,12,,2,1085,502,,,5/29/13 7:12,,0,0,5/28/13 8:55,12.911942,77.651582,12.90084,77.56483,0,9.494006403
3382,28805,12,,2,1340,393,,,5/28/13 10:33,,0,0,5/28/13 9:02,13.049165,77.593189,13.19956,77.70688,0,20.78962621
3383,6431,12,2,3,171,,,,5/28/13 11:31,,0,0,5/28/13 9:17,12.98479,77.66128,,,0,8680.878388
3384,32076,12,,2,1068,585,,,5/28/13 17:02,,0,0,5/28/13 9:17,13.044009,77.606805,12.97677,77.5727,0,8.349182005
3385,32077,65,,2,393,1183,,,5/30/13 5:02,,0,0,5/28/13 9:24,13.19956,77.70688,12.965563,77.668576,0,26.377495
3386,2345,12,1,3,945,,,,5/28/13 18:57,,0,0,5/28/13 9:40,12.92089,77.63354,,,0,8677.523818
3387,40512,12,,2,625,571,,,6/6/13 10:48,,0,0,5/28/13 9:46,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3388,40512,12,,2,625,571,,,6/10/13 10:48,,0,0,5/28/13 9:49,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3389,7803,12,,2,1192,516,,,5/28/13 12:57,,0,0,5/28/13 9:53,12.97677,77.5727,13.0056,77.65799,0,9.792292355
3390,32082,89,,2,393,1074,,,5/28/13 11:45,,1,0,5/28/13 10:04,13.19956,77.70688,12.95908,77.648149,0,27.51719253
3391,40512,12,,2,625,571,,,6/12/13 10:48,,0,0,5/28/13 10:15,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3392,40512,12,,2,625,571,,,6/14/13 10:48,,0,0,5/28/13 10:16,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3393,40512,12,,2,625,571,,,6/13/13 10:48,,0,0,5/28/13 10:17,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3394,40512,12,,2,625,571,,,6/19/13 10:48,,0,0,5/28/13 10:21,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3395,40512,12,,2,625,571,,,6/20/13 10:48,,0,0,5/28/13 10:22,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3396,40512,12,,2,625,571,,,6/25/13 10:48,,0,0,5/28/13 10:25,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3397,40512,12,,2,625,571,,,6/27/13 10:48,,0,0,5/28/13 10:27,12.95431,77.6553,12.95185,77.69642,0,4.469382243
3398,32084,12,2,3,571,,,,5/28/13 12:00,,0,0,5/28/13 10:43,12.95185,77.69642,,,0,8684.506295
3399,3859,12,,2,363,852,,,5/28/13 14:24,,0,1,5/28/13 11:28,12.99287,77.71662,12.98758,77.60512,0,12.10882037
3400,32091,12,,2,1371,1378,,,5/28/13 12:14,,0,0,5/28/13 11:48,13.000418,77.674835,12.827912,77.679642,0,19.21038611
3401,28673,12,,2,142,393,,,5/28/13 13:40,,0,0,5/28/13 12:31,12.91281,77.60923,13.19956,77.70688,0,33.63150638
3402,20598,12,,2,1254,448,,,5/28/13 16:04,,0,0,5/28/13 12:39,12.934048,77.580568,12.92732,77.63575,0,6.033730626
3403,32099,12,,2,145,293,,,5/29/13 10:04,,1,0,5/28/13 13:03,12.99067,77.65587,12.849482,77.663187,0,15.73703423
3404,32101,89,2,3,1053,,,,5/30/13 6:57,,0,0,5/28/13 13:16,12.912799,77.589784,,,0,8672.737714
3405,32107,12,,2,1261,393,,,5/29/13 4:19,,1,0,5/28/13 13:48,13.08324,77.480214,13.19956,77.70688,0,27.7746556
3406,31737,12,,2,1068,1026,,,5/28/13 17:45,,1,0,5/28/13 14:29,13.044009,77.606805,13.10482,77.57631,0,7.533908129
3407,29435,85,,2,571,83,,,5/28/13 17:02,,0,0,5/28/13 14:44,12.95185,77.69642,12.92415,77.67229,0,4.044992267
3408,9108,12,,2,1388,585,,,5/28/13 17:02,,1,0,5/28/13 14:44,12.919722,77.592806,12.97677,77.5727,0,6.714732342
3409,31167,12,,2,1169,122,,,5/28/13 19:12,,1,0,5/28/13 16:31,13.018523,77.644366,12.99682,77.60436,1,4.966424228
3410,32124,12,,2,393,1390,,,5/29/13 12:57,,0,0,5/28/13 17:41,13.19956,77.70688,12.969368,77.641302,0,26.59314375
3411,32133,12,,2,1083,1192,,,5/28/13 21:36,,0,0,5/28/13 18:50,12.900648,77.589183,12.97677,77.5727,0,8.660514838
3412,30420,12,,2,452,1282,,,5/29/13 6:28,,1,0,5/28/13 19:04,12.95278,77.59088,12.959687,77.747099,0,16.96494623
3413,32135,12,,2,776,353,,,5/28/13 21:36,,0,0,5/28/13 19:34,13.01508,77.67796,13.03241,77.59914,1,8.763489631
3414,36040,12,1,3,1155,,,,5/29/13 8:38,5/29/13 0:00,1,0,5/28/13 19:42,12.90245,77.66081,,,0,8680.378881
3415,23157,12,2,3,995,,,,5/29/13 8:24,,0,0,5/28/13 19:53,12.95158,77.57833,,,0,8671.708952
3416,31964,12,,2,833,1058,,,5/28/13 22:48,,0,1,5/28/13 21:17,12.95862,77.69602,12.914535,77.631658,0,8.53491201
3417,24836,12,,2,393,601,,,5/31/13 16:48,,1,0,5/28/13 21:43,13.19956,77.70688,13.02434,77.56593,0,24.77869056
3418,32149,12,,2,1365,181,,,5/29/13 9:07,,0,0,5/28/13 22:17,12.845653,77.677925,12.99481,77.58123,0,19.64098646
3419,25981,12,2,3,1063,,,,5/29/13 9:07,,0,0,5/28/13 22:36,12.934477,77.611284,,,0,8675.18616
3420,32152,12,,2,1204,1286,,,5/29/13 8:24,,0,0,5/28/13 22:54,13.01899,77.54744,12.973448,77.62032,0,9.39114467
3421,7152,12,1,3,1026,,,,5/29/13 10:33,,0,0,5/29/13 6:37,13.10482,77.57631,,,0,8672.336193
3422,32037,12,,2,625,572,,,5/30/13 5:02,,0,0,5/29/13 8:14,12.95431,77.6553,12.91873,77.61494,0,5.904377461
3423,40291,12,,2,502,1085,,,5/29/13 12:28,,0,0,5/29/13 8:16,12.90084,77.56483,12.911942,77.651582,0,9.494006403
3424,40291,12,,2,502,1085,,,5/29/13 12:43,,0,0,5/29/13 8:18,12.90084,77.56483,12.911942,77.651582,0,9.494006403
3425,32167,24,,2,105,393,,,5/30/13 10:19,,1,0,5/29/13 8:27,13.01766,77.64503,13.19956,77.70688,0,21.33049697
3426,26330,65,2,3,1010,,,,5/29/13 17:31,,0,0,5/29/13 9:24,12.96691,77.74935,,,0,8690.323259
3427,32186,12,,2,220,393,,,5/30/13 5:16,,0,0,5/29/13 11:38,12.99722,77.62003,13.19956,77.70688,0,24.4135388
3428,18871,12,,2,344,1384,,,5/29/13 22:19,,0,0,5/29/13 11:48,12.94788,77.67092,13.02853,77.54625,0,16.23203901
3429,6431,12,1,3,572,,,,5/29/13 16:04,,0,0,5/29/13 11:49,12.91873,77.61494,,,0,8675.496333
3430,29874,12,1,3,293,,,,5/29/13 13:55,,0,0,5/29/13 12:34,12.849482,77.663187,,,0,8680.349467
3431,32197,65,2,3,150,,,,5/30/13 3:07,,0,0,5/29/13 12:54,12.89724,77.61065,,,0,8674.91417
3432,18234,12,,2,571,1384,,,5/29/13 19:26,,1,0,5/29/13 12:54,12.95185,77.69642,13.02853,77.54625,0,18.3901208
3433,32198,12,,2,112,393,,,5/30/13 4:04,,1,0,5/29/13 12:59,12.93331,77.56666,13.19956,77.70688,0,33.31149792
3434,32206,12,,2,91,484,,,5/29/13 16:04,,1,0,5/29/13 14:21,12.77663,77.56382,12.90013,77.48279,0,16.32035686
3435,32214,89,,2,1384,393,,,5/31/13 4:19,,0,1,5/29/13 14:57,13.02853,77.54625,13.19956,77.70688,0,25.8023853
3436,32215,12,,2,1296,793,,,5/29/13 17:31,,1,0,5/29/13 15:05,12.953852,77.639961,13.02239,77.59492,0,9.059855558
3437,19545,12,,2,1334,105,,,5/29/13 17:02,,0,0,5/29/13 15:36,13.050994,77.593661,13.01766,77.64503,0,6.693731768
3438,32220,28,1,3,776,,,,5/29/13 18:28,5/29/13 0:00,1,0,5/29/13 15:46,13.01508,77.67796,,,0,8682.851029
3439,32222,12,,2,1261,393,,,5/30/13 3:36,,1,0,5/29/13 16:00,13.08324,77.480214,13.19956,77.70688,0,27.7746556
3440,32223,65,,2,571,585,,,6/3/13 16:33,,0,0,5/29/13 16:13,12.95185,77.69642,12.97677,77.5727,0,13.70509547
3441,26573,89,,2,977,238,,,5/31/13 8:38,,0,0,5/29/13 17:28,12.969933,77.533286,12.93711,77.60171,0,8.273632487
3442,12849,12,,2,373,452,,,5/29/13 19:26,,0,0,5/29/13 18:06,12.87153,77.60206,12.95278,77.59088,0,9.125707126
3443,31526,12,1,3,1157,,,,5/29/13 18:57,,0,0,5/29/13 18:21,13.05121,77.54113,,,0,8668.228737
3444,38561,12,,2,1281,1382,,,5/29/13 21:07,5/30/13 0:00,1,0,5/29/13 18:47,12.934634,77.611283,13.036251,77.734782,0,17.53342988
3445,32239,12,,2,1017,1384,,,5/29/13 22:33,,1,0,5/29/13 19:45,13.11084,77.60074,13.02853,77.54625,0,10.90265409
3446,32241,89,,2,1388,393,,,6/1/13 5:16,,1,0,5/29/13 20:22,12.919722,77.592806,13.19956,77.70688,0,33.51769447
3447,32246,12,,2,1338,393,,,5/30/13 8:24,,0,0,5/29/13 20:40,13.03017,77.56684,13.19956,77.70688,0,24.20900394
3448,32251,28,1,3,1281,,,,5/30/13 6:00,,0,0,5/29/13 21:10,12.934634,77.611283,,,0,8675.18691
3449,32255,12,,2,571,839,,,5/31/13 20:38,,1,0,5/29/13 22:03,12.95185,77.69642,12.85773,77.78642,0,14.32289108
3450,1394,89,,2,580,182,,,5/31/13 23:31,,1,0,5/29/13 22:34,12.97038,77.61045,12.94574,77.64928,0,5.026773431
3451,32258,12,,2,1068,393,,,5/30/13 8:38,,0,0,5/29/13 22:49,13.044009,77.606805,13.19956,77.70688,0,20.43403671
3452,32259,89,,2,463,585,,,5/30/13 7:12,,1,0,5/30/13 0:02,12.96037,77.58132,12.97677,77.5727,0,2.051189851
3453,32266,12,,2,824,1230,,,5/30/13 17:31,,0,1,5/30/13 6:53,13.06557,77.58646,13.02239,77.59492,0,4.893555925
3454,445,12,,2,667,1069,,,5/30/13 9:21,,0,0,5/30/13 7:58,12.97165,77.51316,12.949764,77.643524,0,14.35068708
3455,31113,85,,2,363,344,,,5/30/13 10:33,,0,0,5/30/13 8:48,12.99287,77.71662,12.94788,77.67092,0,7.04696261
3456,25640,87,,2,168,1181,,,5/30/13 19:40,,1,0,5/30/13 9:18,12.99313,77.59828,12.97896,77.67345,0,8.305061553
3457,32279,85,,2,393,450,,,6/1/13 12:14,,1,0,5/30/13 9:43,13.19956,77.70688,12.9334,77.62652,0,30.88368286
3458,32283,12,,2,393,450,,,5/31/13 23:31,,0,1,5/30/13 9:53,13.19956,77.70688,12.9334,77.62652,0,30.88368286
3459,27187,12,,2,142,1205,,,5/30/13 12:00,,0,0,5/30/13 10:14,12.91281,77.60923,13.01899,77.54744,0,13.58828704
3460,40291,12,,2,149,1085,,,5/30/13 12:28,,0,0,5/30/13 11:06,12.93022,77.56039,12.911942,77.651582,0,10.10145738
3461,24492,12,,2,376,572,,,5/30/13 12:43,,1,0,5/30/13 11:14,12.90245,77.66081,12.91873,77.61494,0,5.296824392
3462,22647,89,,2,149,393,,,5/31/13 12:28,,0,0,5/30/13 11:59,12.93022,77.56039,13.19956,77.70688,0,33.9308967
3463,32291,12,1,3,171,,,,5/30/13 15:07,,0,0,5/30/13 12:19,12.98479,77.66128,,,0,8680.878388
3464,32301,12,1,3,1085,,,,5/30/13 13:55,,0,0,5/30/13 13:03,12.911942,77.651582,,,0,8679.430362
3465,8373,85,1,3,515,,,,5/30/13 17:31,5/30/13 0:00,1,0,5/30/13 13:23,12.97896,77.67345,,,0,8682.165097
3466,32305,12,,2,1384,1192,,,6/1/13 15:21,,0,0,5/30/13 13:41,13.02853,77.54625,12.97677,77.5727,0,6.436627609
3467,22252,85,,2,1036,393,,,5/30/13 16:33,,0,0,5/30/13 14:42,12.925568,77.580568,13.19956,77.70688,0,33.43506789
3468,8806,12,,2,974,292,,,5/30/13 17:02,,0,0,5/30/13 15:05,13.07557,77.55904,12.93944,77.62923,0,16.95877937
3469,32315,12,,2,392,1371,,,5/30/13 17:02,,0,0,5/30/13 15:21,12.986284,77.735245,13.000418,77.674835,1,6.738888765
3470,32316,12,,2,1351,585,,,5/30/13 18:43,,1,0,5/30/13 15:33,12.894352,77.675265,12.97677,77.5727,1,14.4222975
3471,1074,12,,2,1063,393,,,5/31/13 21:07,,0,0,5/30/13 16:15,12.934477,77.611284,13.19956,77.70688,0,31.27674277
3472,32323,12,,2,784,450,,,5/30/13 18:14,,0,0,5/30/13 16:41,12.96634,77.60709,12.9334,77.62652,1,4.229573416
3473,32331,85,,2,1017,410,,,5/31/13 17:02,,0,0,5/30/13 17:50,13.11084,77.60074,13.05121,77.54113,0,9.265023395
3474,32338,89,,2,83,572,,,5/30/13 22:19,,0,0,5/30/13 18:09,12.92415,77.67229,12.91873,77.61494,0,6.251700839
3475,32341,12,,2,484,393,,,6/3/13 4:19,6/4/13 0:00,1,0,5/30/13 18:36,12.90013,77.48279,13.19956,77.70688,0,41.25053162
3476,32345,12,,2,1083,768,,,5/30/13 21:07,,1,0,5/30/13 19:16,12.900648,77.589183,12.98999,77.55332,1,10.67949341
3477,1394,89,,2,182,580,,,5/31/13 6:57,,1,0,5/30/13 19:24,12.94574,77.64928,12.97038,77.61045,0,5.026773431
3478,20927,12,,2,1384,271,,,5/31/13 7:26,,1,0,5/30/13 19:30,13.02853,77.54625,12.95641,77.64076,0,13.0210447
3479,28057,12,,2,1384,571,,,5/31/13 9:36,,0,0,5/30/13 19:35,13.02853,77.54625,12.95185,77.69642,0,18.3901208
3480,31046,85,,2,1284,393,,,5/31/13 15:36,,1,0,5/30/13 21:02,12.987204,77.737731,13.19956,77.70688,0,23.87488397
3481,20019,12,,2,1280,1097,,,5/30/13 23:16,,1,0,5/30/13 21:37,12.966054,77.717837,12.97943,77.66125,1,6.316482076
3482,32361,12,,2,1168,1297,,,5/30/13 22:33,5/31/13 0:00,1,0,5/30/13 21:53,13.05017,77.514,12.966049,77.598575,0,13.10874003
3483,32363,12,,2,157,393,,,6/1/13 4:48,,0,0,5/30/13 22:10,13.00858,77.66079,13.19956,77.70688,1,21.83921306
